"brand_name","provider_id","cnt_services"
"Fort Randall Telephone Company","150266 ","6561"
"Trumansburg Telephone Co","131378 ","6549"
"Iowa Connect Inc.","150272 ","6537"
"Patriot Broadband","460616 ","6535"
"Digital Connections Inc, dba Prodigi","290037 ","6528"
"Clear Lake Independent Telephone Company","130290 ","6510"
"Union Telephone Company","130058 ","6494"
"Mid-Maine Telecom LLC","131378 ","6492"
"CCECA BROADBAND","480018 ","6477"
"Arkansas Rural Internet Services, LLC","440163 ","6460"
"GreatWave Communications","131332 ","6449"
"Ballard Rural Telephone Cooperative Corporation","130094 ","6442"
"Carthage Water and Electric Plant","460100 ","6441"
"TEC, Bradford Division","131311 ","6424"
"FirstLight Fiber d/b/a Oxford West Telephone Company","130993 ","6419"
"Further Reach","430037 ","6417"
"Molalla Communications Company","130850 ","6409"
"TNT WiFi","430036 ","6408"
"Geetingsville Telephone Co., Inc.","130532 ","6396"
"Cap Rock Telephone Cooperative","130199 ","6393"
"Portative Technologies","290079 ","6391"
"Westelcom","131469 ","6382"
"Cross Cable","130366 ","6356"
"YK Communications","130524 ","6344"
"InfinityLink Communications","460574 ","6322"
"Marne & Elk Horn Telephone Company","130782 ","6320"
"Kern Valley Wireless| Inc","290128 ","6309"
"Choptank Fiber, LLC","440126 ","6307"
"AmigoNet","420004 ","6306"
"Kwikbit Inc.","460049 ","6302"
"Trailblazer Broadband","460082 ","6299"
"HiCountryNet","410188 ","6298"
"Rochester Telephone Company, Inc.","131124 ","6285"
"Streamline| Streamline Internet","440174 ","6278"
"Grand Telephone Company","130561 ","6273"
"DSL","130745 ","6270"
"KMTelecom","130686 ","6256"
"Metro Service Center","470113 ","6253"
"Systec Wireless Communications  LLC","440175 ","6238"
"Murray Electric System","240063 ","6227"
"LiveOak Fiber","480055 ","6212"
"Arapahoe Telephone Company","130065 ","6197"
"Amery_Telcom_Inc","130057 ","6189"
"CITIZENS MUTUAL TELEPHONE","130259 ","6181"
"Long Range Network, LLC","440148 ","6176"
"Centre WISP","320115 ","6172"
"Northern Iowa Telephone Company","130877 ","6170"
"Craigville Telephone Company, Inc.","130363 ","6170"
"Wavelength LLC","420150 ","6155"
"Arkwest Communications, Inc.","130070 ","6146"
"Cunningham Telephone & Communications","131900 ","6145"
"JCFIBER","390017 ","6066"
"Pine Tree Telephone LLC","131378 ","6055"
"Advantage Cellular Systems, Inc.","130396 ","6052"
"Monmouth Independence Networks","170066 ","6028"
"ZAYO GROUP, LLC","130982 ","6025"
"PES Energize","190304 ","6024"
"Nates Access LLC","450081 ","6022"
"Citizens Cablevision Inc","130263 ","6020"
"Forsyth CableNet,LLC.","131076 ","6019"
"Kalona Cooperative Telephone Company","130682 ","6000"
"Eastern Slope Rural Telephone Association, Inc.","130439 ","5994"
"Willamette Valley Fiber","170066 ","5994"
"Cloudburst 9, LLC","131463 ","5987"
"MF Wireless, LLC'","470052 ","5977"
"DFT Communication","310000 ","5934"
"Rebus Communications, LLC","230036 ","5918"
"Windstream EN-TEL, LLC","131413 ","5914"
"Maverix Broadband","460568 ","5908"
"Huxley Communications Cooperative","130630 ","5897"
"Gardonville Cooperative","130527 ","5877"
"WavSpeed Inc","420151 ","5874"
"Airwaves","440114 ","5870"
"Citizens Telecom Solutions LLC","130264 ","5856"
"Tnet Broadband Internet","290108 ","5853"
"Franklin EPB Fiber","330031 ","5824"
"Ciello","370162 ","5823"
"Farmers Mutual Coop Telephone Co","130477 ","5813"
"Siyeh Communications","410090 ","5808"
"Blue Devil Cable","240102 ","5807"
"South Central Wireless Inc","131218 ","5806"
"OEConnect","400102 ","5784"
"Oxford County Telephone Company d/b/a FirstLight Fiber","130993 ","5777"
"Coalfields Telephone Company","130655 ","5768"
"Central Scott Telephone Company, Inc.","160127 ","5764"
"MF Wireless, LLC","470052 ","5750"
"MHTC","130862 ","5746"
"Access Cable","140001 ","5746"
"Sylacauga Utilities Board","190367 ","5719"
"CRST Telephone Authority","130243 ","5686"
"Richland-Grant Telephone Company","131109 ","5678"
"Silicon Slopes Broadband LLC","460073 ","5674"
"Marshall Municipal Utilities","300087 ","5641"
"Kingdom Telephone Co","130697 ","5633"
"Swiftcurrent Connect","460078 ","5616"
"South Dakota Wireless Internet","480015 ","5614"
"Avative Internet| Avative Fiber| Avative 5G","460006 ","5613"
"QCOL","220052 ","5610"
"Cable America Wireless","130183 ","5610"
"600Amps Internet Services","370004 ","5592"
"Grafton Technologies, Inc.","130557 ","5574"
"KanOkla Telephone Association","130684 ","5564"
"Windstream Accucomm Telecom, LLC","131413 ","5560"
"North Penn TelephoneCompany","130455 ","5544"
"Palmerton Telephone Company","131026 ","5543"
"Farmers Independent Telephone Company","130476 ","5540"
"Siren Telephone Company","131194 ","5536"
"Orangeburg County Broadband","430179 ","5535"
"REDWOOD","130074 ","5535"
"Tel-Star Cablevision","190365 ","5516"
"Windstream Georgia Telephone, LLC","131413 ","5508"
"Hamilton Telephone Company","130887 ","5507"
"Park Region Telephone","131009 ","5499"
"Wintek Corporation","210087 ","5495"
"Muenster Telephone","130925 ","5479"
"Dallas County Data","430026 ","5446"
"Blue Valley Technologies, Inc.","130144 ","5444"
"Adams Telephone Co-Operative","130012 ","5441"
"IMU Fiber","390052 ","5425"
"United Telephone Assn Inc","131395 ","5400"
"Wes Tex Telephone Cooperative Inc","131476 ","5399"
"Bernard Telephone Company","130120 ","5382"
"MORnetCommunicationsLLC","430055 ","5374"
"AirCell","360115 ","5365"
"Inland Telephone Company","130651 ","5328"
"Zero2 Wireless","420163 ","5323"
"WESTPLAINS fiber","130502 ","5319"
"Big River Broadband","130124 ","5306"
"Tri-County Fiber Communications, LLC","390124 ","5302"
"Red Spectrum Communications LLC","360124 ","5290"
"Rimrock Wireless","430209 ","5276"
"Cellular Services LLC","130507 ","5275"
"Superior iNET","210095 ","5262"
"Estherville Communications LLC","440134 ","5256"
"Spencer Municipal Utilities","131239 ","5239"
"Blountsville Telephone LLC","131378 ","5239"
"Dobson Telephone Co Inc","130425 ","5234"
"Western Iowa Telephone Association","131472 ","5226"
"The Community Agency","190101 ","5224"
"Sierra Communications","130090 ","5220"
"FMTC of Stanton Iowa","130482 ","5207"
"Crossbeam","150254 ","5200"
"SyncGlobal Telecom","150254 ","5183"
"Bloomer Telephone Company","130138 ","5168"
"Baldwin_Telecom_Inc.","130093 ","5165"
"GoNetSpeed :  Otelco : I-Land Internet","131378 ","5156"
"PRTCommunications, LLC.","131036 ","5143"
"Star Telephone Company","440186 ","5130"
"Smart Fiber Networks","480086 ","5126"
"Citizens Telephone Company of Kecksburg","130264 ","5120"
"Comteck of Indiana, Inc.","131286 ","5110"
"Faster Cajun Networks","400015 ","5088"
"Oklatel","440000 ","5085"
"Compas X-Stream","220016 ","5062"
"Totah Communications, Inc.","131359 ","5062"
"TWIN VALLEY-ULEN","130074 ","5061"
"Washington County Rural Telephone Cooperative Inc","131451 ","5044"
"Madison County Telephone Company","130768 ","5034"
"Green Hills Technologies","130263 ","5029"
"SWATFIRST","410189 ","5024"
"Hopper Telecommunications LLC","131378 ","5010"
"PUD 3 Fiber","410164 ","5008"
"Spring City Cable TV","320126 ","4999"
"Concord Light Broadband","310092 ","4997"
"Lake Livingston Telephone","130712 ","4992"
"Highline Internet","300192 ","4983"
"Hardy Communications, INC CLEC","130588 ","4972"
"AnvilCommunications","300010 ","4966"
"Roggen Enterprises Broadband LLC","131128 ","4966"
"Outernet Broadband LLC","400034 ","4959"
"LaValle Telephone Company","130726 ","4957"
"Pembroke Telephone Company, Inc.","131023 ","4957"
"S&A Telephone Co., Inc.","300192 ","4936"
"Myakka Communications, Inc.","130880 ","4933"
"Mid-States Services LLC","130829 ","4933"
"Tri-County_Communications_Cooperative_Inc","131368 ","4933"
"Cambium","380146 ","4917"
"PCI Broadband","131017 ","4917"
"Lismore Cooperative Telephone Company","130748 ","4902"
"Blue Sky Wireless","420012 ","4896"
"Sherwood Mutual","131183 ","4895"
"Hub66, Inc.","420059 ","4887"
"SOUTH ARKANSAS TELEPHONE COMPANY","131214 ","4887"
"Union Springs Telephone Co.,Inc.","190380 ","4868"
"GigabitNow","220031 ","4866"
"Blue Valley Tele-Communications, Inc.","130144 ","4863"
"Copper Valley Telephone","130349 ","4842"
"Truleap Technologies","140033 ","4834"
"Polar Telcom, Inc","131056 ","4833"
"Champlain Technology Group","131330 ","4823"
"Cellcom","130937 ","4822"
"NCKCN","350071 ","4822"
"CITIZENS TELEPHONE CORPORATION","130268 ","4812"
"Midvale Telephone Company","130831 ","4808"
"New Era Broadband","320113 ","4803"
"Germantown Telephone Company","130538 ","4790"
"TEC of Jackson, Inc.","131311 ","4777"
"Rainbow Telecommunications Association dba RainbowCommunications","131087 ","4774"
"Peoples Telecom","131029 ","4768"
"SecureNet","430098 ","4763"
"Conexon Connect LLC","430060 ","4760"
"Buckeye_Telesystem","130137 ","4760"
"CalNeva Broadband","240014 ","4712"
"Citizens Telephone Cooperative","130267 ","4710"
"UniTel","131397 ","4709"
"Springport Telephone Company","131242 ","4697"
"Foresthill Telephone","131173 ","4685"
"Nittany Media Inc","190265 ","4670"
"Southwest Texas Communications","131234 ","4647"
"EFIBER MOAB","130453 ","4626"
"Minford Telephone Company","130847 ","4616"
"West River Cooperative Telephone Company","140101 ","4612"
"Upward Access","150330 ","4611"
"IGL TeleConnect","130567 ","4611"
"CALTEL Connections","130189 ","4610"
"Silver Rapid","430073 ","4602"
"Marshall County Fiber, LLC","131124 ","4597"
"Beacon Broadband, Inc.","430011 ","4597"
"Central Arkansas Telephone Cooperative","130224 ","4595"
"Empower Telecom","400094 ","4579"
"Atherton Fiber","430005 ","4575"
"Illinois Fiber Connect, LLC","131445 ","4572"
"Imagine Networks","210042 ","4570"
"RSFiberCooperative","330064 ","4551"
"City of Rusellville Electric Plantboard Smartnet","150312 ","4550"
"Ethx Internet","420042 ","4544"
"Mon-Cre Telephone Cooperative, Inc.","130851 ","4543"
"Free Range Internet","450050 ","4541"
"Valley Telecommunications Cooperative Association*","131409 ","4520"
"Zulu Internet Inc.","310088 ","4517"
"Planters Communications, LLC","131052 ","4505"
"SandyNet","410135 ","4489"
"Mikrotec CATV, LLC","130655 ","4489"
"DECCA Digital Solutions","190275 ","4468"
"Pine Belt Broadcasting LLC","131038 ","4468"
"Westphalia Broadband Inc","130233 ","4454"
"Fibernet Monticello","300031 ","4454"
"Grand County Intetnet Services Inc.","290051 ","4438"
"Halstad Telephone","130583 ","4423"
"LightBurst Broadband","130580 ","4422"
"FARMERS MUTUAL TELEPHONE COMPANY","130494 ","4422"
"Spruce Knob Seneca Rocks Telephone","131245 ","4414"
"Northern Connections","460059 ","4407"
"Hope Water & Light","460041 ","4381"
"Pacific Independent Technology Alliance LLC","380097 ","4370"
"Prairie Hills Wireless LLC","320075 ","4346"
"PC Telcorp, Inc.","131034 ","4346"
"Northern Broadband","430062 ","4341"
"BOYCOM CABLEVISION INC.","190059 ","4338"
"Windstream Montezuma, Inc.","131413 ","4323"
"Hardy Telecommunications, Inc CLEC","130588 ","4310"
"Penasco Valley Telephone Coop","131025 ","4308"
"Cambridge Telcom Services, Inc.","130192 ","4297"
"Monon Telephone Company","130853 ","4295"
"MoKan Dial, Inc.","131362 ","4261"
"The Tri-County Telephone Association, Inc.","410172 ","4260"
"AMF Enterprises LLC. DBA WeConnect Broadband","430225 ","4254"
"WEST WISCONSIN TELCOM COOPERATIVE INC","131467 ","4247"
"Custer Telephone Cooperative","130378 ","4245"
"Christensen Communications Company","130250 ","4239"
"Mulberry Cooperative Telephone Company, Inc.","130875 ","4237"
"Albany Mutual Telephone Association","130031 ","4228"
"HiLight","440017 ","4228"
"Hardy Telecommunications Inc.","130588 ","4221"
"NLBC","130904 ","4218"
"Texas Rural Internet, LLC","430082 ","4215"
"Nelson Comunnications Coop.","130889 ","4202"
"NewarkNet","370075 ","4189"
"Belzoni Cable","350015 ","4187"
"Central Oklahoma Telephone Co., LLC","130226 ","4177"
"MontanaSky West| LLC.","131129 ","4172"
"Southeast Nebraska Communications, Inc.","131223 ","4168"
"Smartburst","290091 ","4147"
"Anza Electric Cooperative, INC","380013 ","4136"
"Waverly Communications Utility","350025 ","4113"
"North Lauderdale Wireless Internet","450088 ","4111"
"REACH4 Communications","130553 ","4110"
"LocalTel Communications","130329 ","4104"
"SonicNet  Inc.","270077 ","4098"
"Southwest_MN_Broadband_Services","300149 ","4086"
"IT Works LLC","390057 ","4084"
"SeaKay Broadband","440141 ","4072"
"CATSKILL MOUNTAIN CABLEVISION","240058 ","4060"
"H&B Cable Service, Inc","130581 ","4054"
"GRANITE STATE TELEPNONE","131517 ","4054"
"Santa Rosa Telephone Coop. Inc.","131162 ","4045"
"UNION CITY ENERGY AUTHORITY","370129 ","4029"
"Stowe Communications LLC","240090 ","4025"
"Frank Howard TV Cable Inc.","240038 ","4021"
"TEC, Cherokee Division","131311 ","4020"
"Mountain Communications, LLC","240062 ","4011"
"Aspire Networks","460005 ","4009"
"AirGrids","410003 ","3987"
"Gila River Telecommunications Inc.","130542 ","3987"
"EGYPTIAN TELEPHONE COOPERATIVE ASSOCIATION","130444 ","3980"
"AccessMontana","131129 ","3972"
"LakeNet LLC","360106 ","3964"
"Buckeye Wireless","131418 ","3962"
"Eastern Carolina Broadband, LLC","390034 ","3960"
"Tech-Com, Inc.","131109 ","3947"
"Highland Communication Services","240044 ","3944"
"Tri-Co Technologies, LLC dba Tremolo Communications","350106 ","3940"
"Webpass, Inc.","240041 ","3931"
"Mount Horeb Telephone Company dba MHTC","130862 ","3894"
"BerryComm","410134 ","3887"
"Cloud Alliance","190093 ","3880"
"Nova1Net","130955 ","3865"
"Great Works Internet","130122 ","3860"
"TNT-WiFi LLC","430085 ","3858"
"RCTech","131122 ","3855"
"DCI","240031 ","3844"
"Somerset_Telephone_Company_Inc","130057 ","3842"
"Hutchinson Telecommunications Inc.","130906 ","3840"
"ZiTEL","390167 ","3837"
"Chazy Westport Communications","130238 ","3834"
"Cambridge Telephone Company","130192 ","3830"
"Eastern Telephone & Technologies","460027 ","3830"
"Cirrinity","130919 ","3825"
"Southwest Oklahoma Telephone Company","190233 ","3818"
"RichmondPower&Light","270023 ","3812"
"Current High Speed","420029 ","3803"
"Gigabit Minnesota","140097 ","3796"
"Inter-Community Telephone","130108 ","3783"
"USA Connections","480009 ","3775"
"Newport Telephone Co - NTCNet","131339 ","3772"
"The Siskiyou Telephone Company","131195 ","3770"
"Element Wireless LLC","390036 ","3759"
"Pella Fiber","450028 ","3754"
"Armstrong Telephone Company - NY","130071 ","3753"
"Oneida County Rural Telephone Co.","130976 ","3746"
"Vicinity Solutions Inc","440183 ","3741"
"Calk Holdings LLC","460638 ","3737"
"Wiggins Telephone Association","131481 ","3730"
"SkyRider Communications  LLC","380175 ","3726"
"Kaplan Telephone Co Inc","130685 ","3725"
"NEW Alliance","450085 ","3725"
"MIDWEST","130074 ","3721"
"Coon Valley Farmers Telephone","130345 ","3716"
"Rural Broadband Cooperative","410086 ","3714"
"HeartlandFiber","460038 ","3708"
"Shawnee Telephone Company","131180 ","3707"
"Doylestown Cable TV","130416 ","3706"
"BSTWIFI","320051 ","3704"
"BSTWIFI","440187 ","3704"
"BSTWIFI","400029 ","3704"
"DiamondNet","440018 ","3703"
"NEHALEM TELECOM","130784 ","3691"
"Nedernet","330052 ","3689"
"Bay Country Communications","370015 ","3678"
"Carr Communications","130203 ","3668"
"Telescan Wireless, LLC","470075 ","3667"
"Lincoln County Telephone System","130743 ","3649"
"Venture Vision","131422 ","3646"
"Clear Creek Mutual Telephone","130289 ","3645"
"Shoreham Telephone LLC","131378 ","3641"
"Fast AIr Internet| Inc","460026 ","3640"
"Fast AIr Internet| Inc","240035 ","3640"
"Ax-S-Anywhere","350036 ","3637"
"Hood River Electric Cooperative","430130 ","3630"
"Haxtun Telephone Company","131362 ","3622"
"Hawkeye Telephone","130596 ","3603"
"Strada Communications","390111 ","3599"
"Volt Broadband","480104 ","3595"
"Rock Island Communications","320056 ","3591"
"Hershey Cooperative Telephone Company","130605 ","3588"
"Greenfield Community Energy & Technology (GCET)","360111 ","3579"
"Tenino Telephone Company/Scatter Creek InfoNet","131165 ","3573"
"Northeast Iowa Telephone Company","130938 ","3572"
"TheSnowCloud","260068 ","3556"
"Little Miami Gig LLC","420073 ","3555"
"Ironton Telephone Company","130667 ","3549"
"Triple Crown Internet Inc","460083 ","3523"
"Pembroke Telephone Cooperative","131024 ","3522"
"Van Buren Telephone Co., Inc.","131414 ","3521"
"NTERA, LLC","130267 ","3518"
"MiWave","350133 ","3504"
"Hamilton County Telephone Coop","130584 ","3501"
"Community Broadband Network","190084 ","3494"
"Phillips County Telephone Company","131034 ","3488"
"Southern Light, LLC","330025 ","3487"
"OzarkFiber","480069 ","3464"
"EMILY COOPERATIVE TELEPHONE COMPANY","130454 ","3459"
"West LIberty Telephone Company","131463 ","3457"
"Granby Telephone Company","130558 ","3445"
"Pottawatomie Telephone Company","130794 ","3430"
"Fast Wireless LLC","450046 ","3424"
"OmniTel Communications","130484 ","3423"
"WMTel","131507 ","3422"
"LaGrange County REMC Broadband","460050 ","3392"
"Ontario Telephone Co","131378 ","3382"
"Glenwood Telephone Membership Corporation","130546 ","3379"
"Mendocino Community Network","460053 ","3376"
"Independence Telecommunications Utility","130641 ","3375"
"Southern Fiber Worx, LLC","390164 ","3368"
"Northwest Iowa Telephone Co Inc","130757 ","3365"
"Jasper County REMC","470044 ","3365"
"GetRealFiber","480043 ","3363"
"Locl.Net","370067 ","3363"
"Mainstreet Communications LLC","130074 ","3357"
"OSAKIS","130074 ","3357"
"SKT, Inc.","140092 ","3357"
"Cross Cable Television, LLC","130366 ","3350"
"Wheat State Technologies","130551 ","3341"
"Mediacom - Bolt","130804 ","3335"
"Meeker Cooperative Light & Power Association","410066 ","3319"
"Barger Creek Wireless","390142 ","3317"
"Night Owl","300107 ","3312"
"TrioTel Communications INc","130797 ","3296"
"FTC Wireless","130490 ","3287"
"Bruce Telephone Company","140030 ","3274"
"Alenco Communications, Inc.","130034 ","3253"
"Moapa Valley Telephone Co","150287 ","3253"
"Saddleback Communications","131148 ","3252"
"Barbourville Utility Commission","190429 ","3252"
"Fayetteville Public Utilities","130491 ","3236"
"Intrepid Fiber Networks","480010 ","3235"
"South East Wireless","430232 ","3217"
"West Coast Internet","190172 ","3216"
"MTC Technologies","130805 ","3185"
"Henry County Telephone Company","130604 ","3175"
"Optical Communications Group Inc.","470132 ","3161"
"Acrospire Networks","430001 ","3158"
"HINTON TELEPHONE CO","130614 ","3154"
"MILFORD COMMUNICATIONS, LLC","130839 ","3141"
"Kalama Telephone Company/Scatter Creek InfoNet","131165 ","3139"
"MiFiber","260010 ","3130"
"Lehigh Valley Cooperative Telephone Association","130732 ","3130"
"PEOPLES","130074 ","3128"
"Fidelity Telephone LLC","130183 ","3118"
"inland","320118 ","3103"
"windwave","320118 ","3103"
"Armstrong Telephone Company - WV","130071 ","3098"
"Intercept Wireless; Intercept Fiber","340036 ","3095"
"BEC Communications, LLC","440117 ","3090"
"Ogden Telephone Company","130969 ","3080"
"24-7 TELCOM, INC","131467 ","3067"
"Veopoint","380138 ","3064"
"Demopolis CATV Company","310033 ","3060"
"SonicNet Inc.","270077 ","3058"
"Osage Municipal Utilities","130989 ","3055"
"WTC Communications","140106 ","3030"
"Johnson Telephone Company","130678 ","3025"
"WinDBreak Cable","131492 ","3017"
"Southern California Telephone Co","410092 ","3015"
"ACCESS FIBER","390116 ","3006"
"Algona Municipal Utilities","130035 ","3005"
"Stream IT Networks LLC","360078 ","3002"
"Sycamore Telephone Co","131290 ","3001"
"Starbuck Telephone Company","150266 ","2999"
"Nucla-Naturita Telephone Company","130962 ","2979"
"9Stone","450007 ","2978"
"Cooperative Telephone Company","130346 ","2975"
"Lake Bruin Wireless LLC","430204 ","2969"
"DFT Local Service Corporation","310000 ","2967"
"Castle Cable TV","130269 ","2966"
"S&T TELEPHONE CO","131145 ","2965"
"Nelson County Cablevision Corp","240064 ","2959"
"Eastex Celco, LLC","130440 ","2954"
"Pine Belt Telephone Co Inc","131038 ","2943"
"Ragland Telephone Co., Inc","131086 ","2927"
"Kaleva Telephone Company","130683 ","2914"
"Cim Tel Cable, LLC","130794 ","2905"
"Wilson Telephone Co Inc","130565 ","2881"
"ClearWave","130183 ","2880"
"Heritage Telephone Company","130416 ","2876"
"Southern Tier Wireless Inc.","190336 ","2867"
"Coon Valley Co-op Telephone Association, Inc.","130344 ","2861"
"La Motte Telephone Company","130709 ","2861"
"F&B Communications, Inc.","130473 ","2859"
"JackRabbit Wireless","400025 ","2856"
"Wire Tele-View Corporation","200048 ","2844"
"Pineville Communication Systems","131042 ","2841"
"MBLink","390021 ","2832"
"Wifisquard","350200 ","2828"
"Industry Telephone Company","130645 ","2793"
"Piedmont Communications","131283 ","2791"
"Highlands Fiber Network","220031 ","2790"
"Tuttle Development Authority","370128 ","2782"
"Dubois Telephone Exchange Inc.","131090 ","2769"
"Marshall FiberNet","400010 ","2768"
"bridgenet communications","460531 ","2763"
"Canyon Wireless","410121 ","2762"
"Dalton Telephone Company","300192 ","2745"
"SML Wireless","400041 ","2726"
"Steelville Telephone Exchange","131260 ","2726"
"Rye Telephone","300192 ","2718"
"RURAL TELEPHONE COMPANY","130784 ","2714"
"Vogtmann Engineering Inc","220071 ","2708"
"MTE Communications","130831 ","2706"
"Clara City Telephone Company","150266 ","2689"
"InterBel Telephone Cooperative Inc.","130657 ","2683"
"EFIBER SANJUAN","130453 ","2682"
"BloomingdaleHomeTelephoneCoInc","130139 ","2678"
"Jefferson Telephone Company","130677 ","2677"
"Cochrane Cooperative Telephone Company","130305 ","2675"
"Arctic Slope Telephone Association Cooperative, Inc.","130067 ","2668"
"CresComm WiFi LLC","150245 ","2658"
"Bayou Cable Inc","220008 ","2649"
"Cozad Telephone Company","130361 ","2646"
"Oso Internet Solutions","340055 ","2640"
"Ravalli Broadband","470062 ","2638"
"Hillsboro Telephone Company","130613 ","2635"
"BWTelcom","130114 ","2623"
"infinaFiber","390100 ","2615"
"OmniTel-Farmers Mutual","130484 ","2603"
"Sharon Telephone Company","131179 ","2598"
"Cito Fiber","210001 ","2597"
"South Central Telephone Assn Inc","131218 ","2595"
"Two Tin Cans","360092 ","2574"
"Logix Communications, LP","130755 ","2568"
"Nicholville Telephone Company","130690 ","2558"
"RTC SOLUTIONS, INC","131113 ","2556"
"Dumont Telephone Company","130419 ","2554"
"BPS Telephone Company","130492 ","2553"
"VITALink LLC","430092 ","2553"
"Wittenberg_Telephone_Company","130919 ","2550"
"Precision Tecknology, LLC","420099 ","2546"
"SWIFT Services LLC","390113 ","2545"
"Central Cellular LLC /dba COTC Connections","130226 ","2544"
"Moundridge Telephone Company","130860 ","2542"
"PEND OREILLE TELEPHONE","130784 ","2540"
"Mille Lacs Energy Cooperative","380080 ","2537"
"BDC FIXED BROADBAND AVAILABILITY","130353 ","2537"
"IAMO Telephone Company","130631 ","2535"
"Iron River Cable","310045 ","2529"
"Cable Co-op Inc","190071 ","2523"
"La Cholla Net","430080 ","2510"
"Farmers Cooperative Telephone Company","130475 ","2492"
"San Carlos Apache Telecommunications Utility, Inc.","190428 ","2471"
"Cross Telephone Company, LLC","130366 ","2460"
"Stratford Communications","131267 ","2458"
"Twin Valley Telephone, Inc","140092 ","2455"
"BLB Communications","460011 ","2453"
"Mediacom -Bolt","130804 ","2452"
"City of Chanute","230006 ","2427"
"Sharon Telephone Company","131612 ","2408"
"Peoples Telecommunications, LLC","131030 ","2395"
"Treehouse Broadband","410103 ","2393"
"MILAN CONNECT","430054 ","2392"
"Vertical Horizon Networks","320093 ","2388"
"Osage Broadband","460062 ","2388"
"Atom Broadband","480008 ","2385"
"Datavision Communications","130539 ","2380"
"Granby Telephone LLC","131378 ","2378"
"Citizens Telephone Company of Hammond, NY","130269 ","2373"
"MINetworks Inc.","390075 ","2360"
"Priest Lake Broadband LLC","131497 ","2359"
"Sytek","131401 ","2351"
"SW Dinehnet","150313 ","2351"
"Sweetser Rural Telephone Company, Inc.","131286 ","2350"
"City of Sylvester","480020 ","2349"
"Armstrong Telephone Company - PA","130071 ","2347"
"West Side Telecommunications","131303 ","2326"
"Orion Broadband","480068 ","2317"
"Home Telephone Co","130616 ","2305"
"Tsunami-Wireless","280061 ","2304"
"CambridgeTelephoneCompany","130193 ","2304"
"Allband Multimedia","160103 ","2303"
"Plains Cooperative Telephone Association, Inc.","131049 ","2302"
"Northern Nevada High Speed Internet","350140 ","2295"
"Arthur Mutual Telephone","130073 ","2293"
"Harlan Municipal Utilities","170050 ","2292"
"East Texas Fiber Holdings","460029 ","2279"
"Zumbrota Telephone Company","150266 ","2274"
"PennWisp LLC","320074 ","2272"
"Community Telephone","130327 ","2266"
"M2X Communications","130796 ","2265"
"All West/Utah Inc.","130037 ","2263"
"Mabel Cooperative Telephone Company","130767 ","2258"
"ToledoTel","131347 ","2255"
"BLS Broadband LLC","460012 ","2252"
"Fiber Vinton BDC","420147 ","2250"
"Blackdragon Networks","460009 ","2246"
"Reinbeck Telecommunications Utility","240081 ","2243"
"ENC Access Investments LLC","420040 ","2233"
"Bluebird Broadband Services","190053 ","2231"
"Pymatuning Independent Telephone Company","131362 ","2222"
"Salish Networks","310061 ","2220"
"Total Radio Service Inc.","320094 ","2220"
"Pierce Telephone Co Inc","131037 ","2215"
"Northern Wireless Media  LLC","450089 ","2209"
"Vertrees Electronics","420145 ","2197"
"Griswold Communications Blue Surge Internet","130574 ","2194"
"Mt. Rushmore Telephone Company","150266 ","2193"
"Windomnet","130283 ","2193"
"Beggs Telephone Company, Inc.","130107 ","2187"
"Heartland Technology","130483 ","2185"
"Lavaca Telephone Company, Inc.-AR","130425 ","2184"
"One Ring Networks","360061 ","2183"
"RTEC Communications","131344 ","2177"
"Peetz Cooperative-Peetz Communications","131021 ","2172"
"CTCTelecom","130193 ","2162"
"Midstate Telephone Company","131102 ","2156"
"New Hope Telephone Cooperative","130901 ","2155"
"Esparto Broadband Inc.","380039 ","2154"
"Panora Communications Cooperative","131008 ","2154"
"East Buchanan Telephone Cooperative","130433 ","2151"
"Cascade Communications","130204 ","2139"
"Axiom","140012 ","2130"
"West Texas Rural Telephone Cooperative, Inc.","131466 ","2124"
"LaPorte City Telephone Co","170062 ","2124"
"Western Tel. Co.","130906 ","2124"
"OTZ","190281 ","2120"
"Interlakes Wireless LLC","300194 ","2114"
"NortheastTel","130939 ","2114"
"BalsamWest FiberNET, LLC","240006 ","2114"
"Scio Mutual Telephone Association","131168 ","2102"
"BTC Fiber","410100 ","2098"
"BreezeAir Networks LLC","220007 ","2093"
"BRUCE_TELEPHONE_COMPANY_INC","130170 ","2093"
"Miles Cooperative Telephone Association","130837 ","2089"
"Glandorf Internet","130543 ","2078"
"Thrive Broadband","420129 ","2077"
"BTWI","370019 ","2073"
"City of Williamstown","190089 ","2071"
"Premier Fiber","370090 ","2070"
"OnPoint Broadband","160118 ","2069"
"OmniTel-Farmers Tel","130484 ","2068"
"AcmeCommuniationsInc","300005 ","2055"
"Mechanicsville Telephone Company","130803 ","2052"
"Rockwell Cooperative Telephone","131127 ","2044"
"Xtratyme Technoigles Incorporated","470121 ","2043"
"Benton Ridge Telephone Company","130116 ","2041"
"Allamakee-Clayton Electric Inc","340004 ","2034"
"PAC Fiber","131023 ","2029"
"CATSKILL MOUNTAIN CABLEVISION CABLEVISION","240058 ","2005"
"River Valley Telecommunications Coop","131116 ","2004"
"DFT Local Service","310000 ","2002"
"Council Grove Telephone Company","410172 ","1992"
"Bijou Telephone Cooperative Association Inc.","130126 ","1988"
"NETSPEEDMS","410077 ","1984"
"LightGig Communications, LLC","380070 ","1980"
"Click Computers Inc.","360018 ","1973"
