Provider Name,Affiliation,Operation Type,FRN,Provider ID
"Metropolitan Unified Fiber Network Consortium, Unincorporated Association","Metropolitan Unified Fiber Network Consortium, Unincorporated Association",Non-ILEC,0024136434,300089
"MFWireless, LLC","MFWireless, LLC",Non-ILEC,0030953244,470052
"MGB Systems, Inc.","MGB Systems, Inc.",Non-ILEC,0030294201,430053
"MGW Networks, L.L.C.","MGW Communications, Inc.",Non-ILEC,0019225366,130814
"MGW Telephone Company, Inc.","MGW Communications, Inc.",ILEC,0004335873,130814
"MH Telecom, LLC",Mount Horeb Telephone Company,Non-ILEC,0004318929,130862
MHG Telco LLC,MHG Telco LLC,Non-ILEC,0025140807,440200
MiBroadband,MSG Holding Company,Non-ILEC,0028106755,390071
"Michigan Access, Inc",Custom Software Inc.,Non-ILEC,0015497308,190241
Michigan Bell Telephone Company,AT&T Inc.,ILEC,0002776771,130077
Michigan Central Broadband Company,LICT Corporation,ILEC,0021672852,160127
Michigan Signal,Michigan Signal,Non-ILEC,0033223306,470120
"Michwave Technologies, Inc.","Michwave Technologies, Inc.",Non-ILEC,0010716884,390073
Micro Technology Group Inc,Micro Technology Group Inc.,Non-ILEC,0011760295,390074
"Micrologic, Inc.","Micrologic, Inc.",Non-ILEC,0018675256,130817
Micronesian Telecomm. Corp,"IT&E Pacifica, Inc.",ILEC,0004350252,220001
"Mid Century Telephone Cooperative, Inc.",Mid Century Telephone Co-operative,ILEC,0002818177,130819
Mid MO Micro Computers,Mid MO Micro Computers,Non-ILEC,0023879950,350064
"Mid States Services, LLC.","Mid-States Services, LLC",Non-ILEC,0018511303,130829
"Midatlantic Professional IT Services, LLC","Midatlantic Professional IT Services, LLC",Non-ILEC,0033241258,480060
Midcontinent Communications,Midcontinent Communications,Non-ILEC,0002621951,130821
"MID-HUDSON CABLEVISION, Inc.",Mid-Hudson Cablevision,Non-ILEC,0000014936,240058
Mid-Hudson Data Corp,Mid-Hudson Cablevision,Non-ILEC,0015337090,240058
"Mid-Kansas Cable Services, Inc.",The Moundridge Telephone Company,Non-ILEC,0003763158,130860
Mid-Maine Telecom LLC,"Future Fiber FinCo, LLC",ILEC,0017225723,131378
Mid-Maine TelPlus LLC,"Future Fiber FinCo, LLC",Non-ILEC,0021454806,131378
"Mid-Plains Rural Telephone Cooperative, Inc.","Mid-Plains Rural Telephone Cooperative, Inc.",ILEC,0004362372,130825
"Mid-Rivers Telephone Cooperative, Inc.","Mid-Rivers Telephone Cooperative, Inc.",ILEC,0001646587,130826
Midstate Broadband,Midstate Broadband,Non-ILEC,0023894595,370155
Midstate Communications Inc.,Reservation Telephone Cooperative,ILEC,0003755832,131102
"Midstate Communications, Inc.","Midstate Communications, Inc. (SD)",ILEC,0002430536,130828
Midstate Telephone Company,Reservation Telephone Cooperative,ILEC,0003755808,131102
"Midtel Cable TV, Inc.",The Middleburgh Telephone Company,Non-ILEC,0003749413,131339
"Midvale Telephone Exchange, Inc.",Midvale Telephone Exchange,ILEC,0019064617,130831
"MidwayNet, LLC","MidwayNet, LLC",Non-ILEC,0027768563,380178
"Midwest Data Center, Inc.",Rock Port Telephone Company,Non-ILEC,0024124547,131126
"Midwest Dial Tone, LLC","Midwest Dial Tone, LLC",Non-ILEC,0027468172,420079
"Midwest Energy Cooperative, Inc. d/b/a Midwest  Energy & Communications",Midwest Energy Cooperative,Non-ILEC,0023076508,300091
Midwest Mobile Radio Service Inc,McCammon Enterprises,Non-ILEC,0002545929,130833
"MIDWEST TELECOM OF AMERICA, INC","Midwest Telecom of America, Inc.",Non-ILEC,0004330387,130834
Midwest Telpehone Co,"Arvig Enterprises, Inc.",ILEC,0002647857,130074
Mifflin County Wireless,Mifflin County Wireless,Non-ILEC,0030298954,440151
"Mi-Fiber, LLC","South Central Communications, Inc.",Non-ILEC,0026424416,370108
"Mike Gunther Industries, Inc","Mike Gunther Industries, Inc.",Non-ILEC,0027785880,380079
Milan Department of Public Utilities,Milan Department of Public Utilities,Non-ILEC,0001761766,430054
Mile High Networks,Mile High Networks,Non-ILEC,0022655237,280035
Miles Communications LLC,"Great Plains Communications, Inc.",Non-ILEC,0002884963,130569
"Miles Communications, L.L.C.",Miles Cooperative Telephone Association,Non-ILEC,0032385577,130837
Miles Cooperative Telephone Association,Miles Cooperative Telephone Association,ILEC,0003734951,130837
Miles Wireless,Miles Wireless,Non-ILEC,0020474003,230028
"MILFORD COMMUNICATIONS, LLC","Milford Communications, LLC",Non-ILEC,0022791024,130839
Mille Lacs Electric Cooperative,Mille Lacs Energy Cooperative,Non-ILEC,0013561303,380080
"Millennium Networks, LLC","Horizon Communications, Inc.",Non-ILEC,0016385205,131190
"Millennium Telcom, L.L.C., dba OneSource Communications",Millennium Telcom LLC,Non-ILEC,0004941134,380170
Miller Telephone Company,"TelAtlantic, Inc.",ILEC,0004269528,131303
"Millington CATV,Inc.","E. Ritter Communications Holdings, Inc.",Non-ILEC,0003753639,130427
"Millington Telephone Company, LLC","E. Ritter Communications Holdings, Inc.",ILEC,0004309548,130427
"Millry Telephone Co., Inc.",Millry Corporation,ILEC,0001756089,130844
Minburn Telecommunications Inc.,Minburn Telephone Company,ILEC,0003722840,130845
Minburn Telephone Company,Minburn Telephone Company,ILEC,0005049895,130845
"Minerva Valley Telephone Co., Inc.","Minerva Valley Telephone Company, Inc.",ILEC,0002592061,130846
MInet,Monmouth Independence Network,Non-ILEC,0013114699,170066
"MINetworks, Inc.","MINetworks, Inc.",Non-ILEC,0027231075,390075
Minford Telephone Company,Minford Telephone Company,ILEC,0005063458,130847
"Minnesota Telephone, Inc.","Minnesota Telephone, Inc.",Non-ILEC,0026390872,380082
Minnesota Valley Telephone Company,"Larson Utilities, Inc.",ILEC,0003774056,130718
Minnesota Valley Television Improvement Corporation,Minnesota Valley Television Improvement Corporation,Non-ILEC,0006118814,190244
Minnesota WiFi,Minnesota WiFi,Non-ILEC,0022329726,410141
"Mission Valley Communications, LLC.","Mission Valley Communications, LLC",Non-ILEC,0029513256,300092
Missouri Network Alliance LLC,"Bluebird Network, LLC",Non-ILEC,0015540669,300002
"Missouri Telecom, Inc.","Missouri Telecom, Inc.",Non-ILEC,0008176646,240060
"MISWITCH Communications, LLC","MISWITCH Communications, LLC",Non-ILEC,0030335988,440056
"Mitel Cloud Services, Inc.",Mitel US Holdings Inc.,Non-ILEC,0003736378,190245
"MIX NETWORKS, INC.","Mix Networks, Inc.",Non-ILEC,0014166573,190246
"MJ2 IP, LLC","MJ2 IP, LLC",Non-ILEC,0020204988,320061
MJM TELECOM CORP,MJM Telecom Corp.,Non-ILEC,0021027974,340045
"MLGC, L.L.C.",Griggs County Telephone Company,Non-ILEC,0009828450,130856
"MMCJ Holdings, LLC","MMCJ Holdings, LLC",Non-ILEC,0027590272,390020
MNX Solutions LLC,"MNX Solutions, LLC",Non-ILEC,0027939842,440057
Moapa Valley Telephone Co.,"Moapa Valley Telecommunications, Inc.",ILEC,0004337648,150287
Mobilcomm Inc.,"Combined Technologies, Inc.",Non-ILEC,0003020146,130316
"Mobile Communication Service, Inc.","Mobile Communication Service, Inc.",Non-ILEC,0003188133,440152
Mobile Communications LLC,Mobile Communications LLC,Non-ILEC,0016635740,440153
Mobius Communications Company,Hemingford Cooperative Telephone Company,Non-ILEC,0004972766,130602
"Modas Systems, Inc.","Modas Systems, Inc.",Non-ILEC,0027862457,430143
"Modcomp, INC DBA CSPi Technology Solutions","Modcomp, Inc.",Non-ILEC,0024199390,470105
Modern Cooperative Telephone Company Inc.,Modern Cooperative Telephone Company,ILEC,0002588051,130849
Mohawk Networks LLC,Mohawk Networks LLC,Non-ILEC,0026511923,300110
Mojavewifi.com LLC,Mojavewifi.com LLC,Non-ILEC,0020407193,320062
"MoKan Dial, Inc.","Townes Telecommunications, Inc.",ILEC,0004928750,131362
Molalla Telephone Company dba Molalla Communications Company,Molalla Communications Company,ILEC,0004273454,130850
"Momentum  Telecom, Inc",Court Square Capital Partners,Non-ILEC,0005075403,130795
"Mon-Cre Telephone Cooperative, Inc.","Mon-Cre Telephone Cooperative, Inc.",ILEC,0004561429,130851
"Mongotel, Inc.","Mongotel, Inc.",Non-ILEC,0023838659,400097
Monitor Cooperative Telephone Company,Monitor Cooperative Telephone Company,ILEC,0004337689,130852
Monmouth Telephone & Telegraph,Monmouth Internet Corporation,Non-ILEC,0004325205,170067
Mono Broadband,Mono Broadband,Non-ILEC,0028688471,400032
Monon Telephone Company Inc.,Monon Telephone Company Inc.,ILEC,0002903045,130853
Monroe Telephone Company,Monroe Telephone Company,ILEC,0004337721,130854
Monster Broadband,Monster Broadband Inc.,Non-ILEC,0019499375,350067
Montana Opticom,Montana Opticom LLC,Non-ILEC,0014363329,240061
"MontanaSky Networks, Inc.","MontanaSky Networks, Inc.",Non-ILEC,0017769704,270063
MontanaSky West LLC,"CommunityTel, Inc.",Non-ILEC,0021244868,131129
Morgan Wireless LLC,Morgan Wireless LLC,Non-ILEC,0026963629,410143
"MORnet Communications , LLC",MORnet Communications,Non-ILEC,0030268569,430055
Morristown Utility,Morristown Utility System,Non-ILEC,0013709282,360055
Morse Communications Inc,Morse Communications Inc.,Non-ILEC,0023178569,290124
Mosier WiNet,Mosier WiNet LLC,Non-ILEC,0022872121,300093
Motiva Networks,Motiva Networks,Non-ILEC,0030923726,440154
Moultrie Independent Telephone Company,"Shawnee Communications, Inc.",ILEC,0002816411,131180
"Mound Bayou Telephone & Communications, Inc.",Fail Telecommunication Corporation,ILEC,0018714014,140030
Moundridge Telephone Co.,The Moundridge Telephone Company,ILEC,0002339976,130860
Moundville Telephone Company,American Broadband Holding Company,ILEC,0001753938,131226
Mount Angel Telephone Company,Canby Telephone Association,ILEC,0004381174,130196
Mount Horeb Telephone Co,Mount Horeb Telephone Company,ILEC,0002719045,130862
"Mountain Communications, LLC","Mountain Communications, LLC",Non-ILEC,0008039323,240062
"Mountain iNet, Inc.","Mountain iNet, Inc.",Non-ILEC,0025236944,370157
Mountain Rural Telephone Cooperative Corporation,"Mountain Rural Telephone Cooperative Corporation, Inc.",ILEC,0001792787,130865
Mountain Tower Network Company LLC,ShastaBeam,Non-ILEC,0018568253,390056
Mountain View Telephone Company,"Yelcot Holding Group, Inc.",ILEC,0001730944,131518
Mountain West Technologies Corporation,Mountain West Technologies Corporation,Non-ILEC,0015643182,220073
Mountain WiFi,"Mountain WiFi, LLC",Non-ILEC,0031559891,440195
MountaiNet Telephone Company,Scott County Telephone Cooperative,Non-ILEC,0006033393,131170
MountainLink,"Mann Holdings, LLC",Non-ILEC,0032823494,460052
"M-Pulse Fiber, LLC","M-Pulse Fiber, LLC",Non-ILEC,0029687035,430056
"MR Systems Wireless, LLC","MR Systems Wireless, LLC",Non-ILEC,0021022215,350068
MS Wifi Zone,MS Wifi Zone,Non-ILEC,0027990688,420080
"MSEC Communications, LLC","MSEC Communications, LLC",Non-ILEC,0029148806,440058
"MT Networks, LLC","Madison Telephone, LLC",Non-ILEC,0023883499,130771
MTC Cable,MTC Cable,Non-ILEC,0004984837,460633
MTC COMMUNICATIONS INC,McDonough Telephone Cooperative Inc.,Non-ILEC,0003750171,130799
"MTCO Communications, Inc.",MTCO Corporation,Non-ILEC,0004301388,130872
"MTech Solutions, LLC","Mtech Solutions, LLC",Non-ILEC,0028860609,410068
"MTN Infrastructure TopCo, Inc.","MTN Infrastructure TopCo, Inc.",Non-ILEC,0026273219,470053
"Mud Lake Telephone Cooperative Assn, Inc.","Mud Lake Telephone Cooperative Association, Inc.",ILEC,0004937827,130874
Muenster Tel Corp of Texas d/b/a Nortex Communications,Nortex Communications,ILEC,0004285474,130925
"Muir Beach LAN, LLC","Muir Beach LAN, LLC",Non-ILEC,0023774565,480113
"Mukluk Telephone Company, Inc.",American Broadband Holding Company,ILEC,0003739554,131226
Mulberry Cooperative Telephone Co. Inc.,Mulberry Cooperative Telephone Co. Inc.,ILEC,0004380945,130875
MULTITEL LLC,MultiTEL LLC,Non-ILEC,0024200370,420081
Murray Electric System,Murray Electric System,Non-ILEC,0003715968,240063
Mutual Telephone Company,Mutual Telephone Company (KS),ILEC,0005069935,150120
Mutual Telephone Company of Morning Sun,"Mutual Telephone Company of Morning Sun, Iowa",ILEC,0003748258,130878
"Mutual Telephone Company of Sioux Center, Iowa d/b/a Premier Communications",Mutual Telephone Company (IA),ILEC,0002594190,130877
MVP Holdings LTD.,MVP Holdings LTD.,Non-ILEC,0023688948,440059
"mvwifi, llc","mvWiFi, LLC",Non-ILEC,0033698572,460663
My IT Masters,"My IT Masters, Inc.",Non-ILEC,0031383128,450079
"Myakka Communications, Inc.","Myakka Communications, Inc.",Non-ILEC,0019679562,130880
MYITCREW INC,MYITCREW Inc.,Non-ILEC,0027473495,430144
MyJEC.net,Jackson Electric Cooperative,Non-ILEC,0013604616,400026
"MyVoIP, LLC","MyVoIP, LLC",Non-ILEC,0032074114,470054
N. W. Communications Co.,American Broadband Holding Company,Non-ILEC,0003772290,131226
Natel Inc.,Eastlight LC,Non-ILEC,0018880567,300101
Nates Access LLC,Nates Access LLC,Non-ILEC,0029986148,450081
National Communications Inc,National Communications Inc.,Non-ILEC,0028622082,410069
"National Networks, LLC","National Networks, LLC",Non-ILEC,0013445341,370070
"National Processing Alliance, Inc.","National Processing Alliance, Inc.",Non-ILEC,0026297275,380085
"National Telecom, LLC","National Telecom, LLC",Non-ILEC,0031654841,460054
"National Telephone of Alabama, Inc.",Telephone Electronics Corporation,ILEC,0003723665,131311
Native Network Inc,"Native Network, Inc.",Non-ILEC,0024000473,370071
Natural G.C. Inc.,Natural G.C. Inc.,Non-ILEC,0027458835,410145
"Navasota WiFi, LLC",Navasota WiFi,Non-ILEC,0031240617,450082
"NCI Data.com, LLC","NCI Datacom, LLC",Non-ILEC,0032821191,470055
NCI Datacom,NCI Datacom,Non-ILEC,0018551184,350069
NDGI INC,"NDGI, Inc.",Non-ILEC,0024212037,430145
NE Colorado Cellular Inc,"NE Colorado Cellular, Inc.",Non-ILEC,0001607225,130886
"Nebraska Technology & Telecommunications, Inc.","Nebraska Technology and Telecommunications, Inc.",Non-ILEC,0003733052,230064
NebraskaLink Holdings LLC,NebraskaLink Holdings LLC,Non-ILEC,0021474408,250058
"NEC Cloud Communications America, Inc.","NEC Cloud Communications America, Inc.",Non-ILEC,0023021868,290069
"Nedernet, Inc","Nedernet, Inc.",Non-ILEC,0025438292,330052
"Negia, Inc.","Computer Office Solutions, Inc./Negia, Inc.",Non-ILEC,0016479958,230008
"Nehalem Telecommunications, Inc.","Martell Enterprises, Inc.",ILEC,0009965104,130784
"NEIT Services, LLC",Northeast Iowa Telephone Company,Non-ILEC,0014540751,130938
NEK Community Broadband,NEK Community Broadband,Non-ILEC,0031871197,450083
Nelson Communications Cooperative,Nelson Telephone Cooperative,ILEC,0003774072,130889
Nelson County Cablevision Corp,Nelson County Cablevision Corp.,Non-ILEC,0006965750,240064
"Nelsonville TV Cable, Inc.","Nelsonville TV Cable, Inc.",Non-ILEC,0006162192,240065
NEMONT TELEPHONE COOPERATIVE INC,"Nemont Telephone Cooperative, Inc.",ILEC,0001646470,130890
NEP Telcom Inc,The North-Eastern Pennsylvania Telephone Company,Non-ILEC,0026204370,131341
"Neptunomedia, Inc.","Neptuno Media, Inc.",Non-ILEC,0012841458,150290
"Net Activity, Inc.","Net Activity, Inc.",Non-ILEC,0022447098,340049
"NET Broadband, Inc.",Evertek Enterprises,Non-ILEC,0021535786,131394
Net Doctors SC LLC,Net Doctors SC LLC,Non-ILEC,0026561597,440156
NET NV LLC,Net NV LLC,Non-ILEC,0026586768,370073
"Net Ops Communications, LLC","Net Ops Communications, LLC",Non-ILEC,0025394529,380167
"Net Tel One Communications, LLC","Net Tel One Communications, Inc.",Non-ILEC,0021415435,320063
Net Vision Communications LLC,Net Vision Communications LLC,Non-ILEC,0026290791,360128
Net Works Voice LLC,Net Works Voice LLC,Non-ILEC,0032874075,470056
"Net3IT, LLC","Net3IT, LLC",Non-ILEC,0024513582,400099
"Netafy, Inc","Netafy, Inc.",Non-ILEC,0030000723,370115
netBlazr Inc.,netBlazr Inc.,Non-ILEC,0021079785,240066
"NetCarrier Telecom, Inc.","NetCarrier Telecom, Inc.",Non-ILEC,0005043195,130892
"NetDiverse, LLC","NetDiverse, LLC",Non-ILEC,0020764858,250059
Netelligent Corporation,Netelligent Corporation,Non-ILEC,0018122846,360057
NETEO Inc.,NETEO Inc.,Non-ILEC,0025325838,330053
"NetFortris Acquisition Co., Inc.","NetFortris Acquisition Co., Inc.",Non-ILEC,0022976716,300103
"NetGain Technologies, LLC","NetGain Technologies, LLC",Non-ILEC,0031597222,460573
"Netrix, LLC","Netrix, LLC",Non-ILEC,0012540670,430059
NetSpeed LLC,"Future Fiber Parent, LP",Non-ILEC,0026646661,370074
"Netspeed Management, Inc.","Future Fiber FinCo, LLC",Non-ILEC,0033445198,131378
"Netvantage, Inc.","Netvantage, Inc.",Non-ILEC,0029315363,480061
"Netwitz Internet Services, Inc","Netwitz Internet Services, Inc.",Non-ILEC,0019645746,480062
Network Brainiacs L.L.C.,Network Brainiacs LLC,Non-ILEC,0031578974,450084
Network Connections Inc,Network Connections Inc,Non-ILEC,0025438615,390145
"Network Coverage, LLC","Network Coverage, LLC",Non-ILEC,0029618782,430207
"Network Innovations, Inc.","Network Innovations, Inc.",Non-ILEC,0010737641,340051
"Network Professionals, Inc.","Network Professionals, Inc.",Non-ILEC,0020568457,310052
Network Services & Support Inc.,Network Services & Support Inc.,Non-ILEC,0023363302,420082
Network Services Telecom Group LLC,Network Services Telecom Group LLC,Non-ILEC,0024370595,320064
"Network Tool and Die Company, Inc.","Network Tool and Die Company, Inc.",Non-ILEC,0012004347,380086
"Networkitects, Inc.","Networkitects, Inc.",Non-ILEC,0024522849,480063
"Networx Technologies, LLC","Networx Technologies, LLC",Non-ILEC,0027762251,380087
Netwurx,"Netwurx, LLC",Non-ILEC,0019648245,220048
"NEU VENTURES, INC.","Neu Ventures, Inc.",Non-ILEC,0000012781,240068
Nevada Bell Telephone Company,AT&T Inc.,ILEC,0001552173,130077
Nevada County Fiber Inc,Nevada County Fiber Inc.,Non-ILEC,0029570694,450158
NEW Alliance LLC,New Alliance LLC,Non-ILEC,0032025447,450085
"New Cingular Wireless Services, Inc.",AT&T Inc.,Non-ILEC,0003766532,130077
New England Wireless Co. llc,New England Wireless Co. LLC,Non-ILEC,0030013304,460055
"New Era Broadband, LLC","New Era Broadband, LLC",Non-ILEC,0018371963,320113
"New Florence Telephone Company, Inc.",Oregon Telephone Corporation,ILEC,0004374047,130986
"New Hampshire Electric Cooperative, Inc.","New Hampshire Electric Cooperative, Inc.",Non-ILEC,0003666435,430060
New Hampton Municipal Communications Utility,New Hampton Municipal Utilities,Non-ILEC,0029990769,440157
New Hope Telephone Cooperative,New Hope Telephone Cooperative (VA),ILEC,0002071579,130901
New Hope Telephone Cooperative,"New Hope Telephone Cooperative, Inc. (AL)",ILEC,0005082060,130902
"New Hope Telephone Cooperative Long Distance, Inc.","New Hope Telephone Cooperative, Inc. (AL)",Non-ILEC,0008759771,130902
New Horizon Communications Group Inc,New Horizon Communications Group Inc,Non-ILEC,0008166795,210097
"New Lisbon Broadband and Communications, LLC","New Lisbon Telephone Company, Inc.",Non-ILEC,0024665390,130904
"New Lisbon Telephone Co., Inc","New Lisbon Telephone Company, Inc.",ILEC,0018562611,130904
"New Lisbon Wireless Broadband, LLC","New Lisbon Telephone Company, Inc.",Non-ILEC,0033037706,130904
New London Telephone,Oregon Telephone Corporation,ILEC,0024113037,130986
"New Paris Telephone, Inc.","New Paris Telephone Company, Inc.",ILEC,0002902955,130905
New Source Broadband I,New Source Broadband I LLC,Non-ILEC,0019954775,310053
New Ulm Telecom RWF,"Nuvera Communications, Inc.",Non-ILEC,0020198149,130906
New Visions Communications,New Visions Communications Inc.,Non-ILEC,0027144112,410187
"New Windsor Cable TV, Inc.","New Windsor Communications, Inc.",Non-ILEC,0011411097,130908
New Windsor Telephone Company,"New Windsor Communications, Inc.",ILEC,0005067152,130908
Newark Net Inc.,NewarkNet,Non-ILEC,0020507190,370075
Newaygo County Regional Educational Service Agency,Newaygo County Regional Educational Service Agency,Non-ILEC,0029332327,420181
Newbreak Management Co. LLC dba Newbreak Communications,Newbreak Management LLC,Non-ILEC,0020679544,420083
NewMax LLC,"Newmax, LLC",Non-ILEC,0015656606,170071
"Newport Telephone Company, Inc.",The Middleburgh Telephone Company,ILEC,0003435633,131339
Newport Utilities,Newport Utilities,Non-ILEC,0027152438,400100
Nex Gen Telecom Inc,"Nex Gen Telecom, Inc.",Non-ILEC,0029973344,440061
Nexgen Integrated Communications LLC,"NexGen Integrated Communications, LLC",Non-ILEC,0004383022,440062
NexLine Communications LLC,"Nexline Communications, LLC",Non-ILEC,0030874986,440158
"nexMatrix Telecom, Inc","nexMatrix Telecom, Inc.",Non-ILEC,0026866293,380088
"NEXOGY, INC",Nexogy Inc.,Non-ILEC,0014215263,370152
"NEXT, Powered by NAEC, LLC","North Arkansas Electric Cooperative, Inc.",Non-ILEC,0026157230,380089
"Nex-Tech Wireless, LLC",Nex-Tech Wireless,Non-ILEC,0012144150,460631
"Nex-Tech, LLC.",Rural Telephone Service Company,Non-ILEC,0002320430,131141
Nextera Communications,"Nextera Holdings, LLC",Non-ILEC,0012927992,200032
Nextera Wireless,"Nextera Holdings, LLC",Non-ILEC,0017230699,200032
NEXTGEN Communications LLC,"Clear Lake Telephone Company, Inc.",Non-ILEC,0004381729,130291
Nextiva Inc,"Nextiva, Inc.",Non-ILEC,0017929035,300140
NextMetro,"Next Metro, LLC",Non-ILEC,0016388589,130915
Nexus Air Fiber LLC,Nexus Air Fiber LLC,Non-ILEC,0029918406,430061
Nexus VoIP LLC,Nexus VoIP LLC,Non-ILEC,0029122199,430146
"nexVortex,Inc.",BCM One Holding,Non-ILEC,0015282155,190408
NEXXIS Inc.,Nexxis Inc.,Non-ILEC,0027172212,370077
Nez Perce Tribe,Nez Perce Tribe,Non-ILEC,0020409892,330054
"NfinityLink Communications, Inc.","NfinityLink Communications, Inc.",Non-ILEC,0023772445,460574
Nicholville Telco LLC,"Atlas Connectivity, LLC",ILEC,0027271485,130690
"Night Owl Wireless, LLC","Night Owl Wireless, LLC",Non-ILEC,0021908868,300107
Nikola Broadband,"Nikola Engineering, Inc.",Non-ILEC,0018343814,440159
Nimbus Solutions,Nimbus Solutions,Non-ILEC,0027034081,460056
NineStar Connect,Hancock Rural Telephone Corporation,ILEC,0002899060,130586
Nisqually Indian Tribe,Nisqually Indian Tribe,Non-ILEC,0020791513,460057
Nittany Media Inc,Nittany Media Inc.,Non-ILEC,0004052577,190265
"NMSurf, Inc., dba Infinite Interests, LLC","NMsurf, Inc.",Non-ILEC,0018795427,360105
"NNTC Wireless, LLC",Nucla-Naturita Telephone Company,Non-ILEC,0016561649,130962
"No More PBX, LLC","No More PBX, LLC",Non-ILEC,0021910971,410072
"NobelBiz, Inc.","NobelBiz, Inc.",Non-ILEC,0015832652,190444
Noble Systems Communications LLC,Noble Systems Communications LLC,Non-ILEC,0025100504,380092
"NocTel Communications, Inc.","NocTel Communications, Inc.",Non-ILEC,0022231807,460576
Noize Communications,Noize Communications LLC,Non-ILEC,0022012884,270065
"Nola Broadband, Inc","Nola Broadband, Inc.",Non-ILEC,0028341600,420084
Nomad Air,Nomad Air LLC,Non-ILEC,0030767669,450087
"Nored Telcom, Inc.","Nored Telcom, Inc.",Non-ILEC,0032083826,460577
Nortex Communications Company,Nortex Communications,Non-ILEC,0004285466,130925
North Alabama Electric Cooperative,North Alabama Electric Cooperative,Non-ILEC,0026430645,380093
"North Branch Networks, LLC","North Branch Networks, LLC",Non-ILEC,0018206391,190268
North Branch Wireless,Northern Broadband,Non-ILEC,0021633987,430062
North Central Kansas Community Network,North Central Kansas Community Network,Non-ILEC,0022824619,350071
"North Central Telephone Cooperative, Inc.","North Central Telephone Cooperative, Inc.",ILEC,0004260436,130929
"North Coast Networks, LLC","North Coast Networks, LLC",Non-ILEC,0032802225,350072
North Coast Wireless Communications,North Coast Wireless Communications,Non-ILEC,0019156843,410073
"North Country Telephone, Inc.","Alaska Power & Telephone, Inc.",ILEC,0004980876,130029
North Dakota Telephone Company,North Dakota Telephone Company,ILEC,0002638641,130885
North East Fiber LLC,North East Fiber LLC,Non-ILEC,0029689346,430063
North English Cooperative Telephone Company,North English Cooperative Telephone Company,ILEC,0003730702,130930
"North Lauderdale Water Association, Inc.",North Lauderdale Water Association,Non-ILEC,0030078257,450088
North Penn Long Distance Corporation,Empire Telephone Corporation/North Penn Telephone Company,Non-ILEC,0013395207,130455
North Penn Telephone Company,Empire Telephone Corporation/North Penn Telephone Company,ILEC,0004324802,130455
"North State Communications Advanced Services, LLC",Gridiron Fiber Corporation,Non-ILEC,0018424440,300191
North State Telephone Company d/b/a North State Communications,Gridiron Fiber Corporation,ILEC,0003745734,300191
"North Texas Fiber, Inc.","North Texas Fiber, Inc.",Non-ILEC,0029760170,460058
North Texas Telephone Company,"First American Holdings, Inc.",ILEC,0005069125,440000
North WiFi PR,North WiFi PR,Non-ILEC,0032935819,460105
Northcentral Connect Inc,Northcentral Electric Cooperative,Non-ILEC,0030171383,440063
Northeast Florida Telephone Company,"Townes Telecommunications, Inc.",ILEC,0003757432,131362
Northeast Iowa Telephone Co.,Northeast Iowa Telephone Company,ILEC,0002594893,130938
"Northeast Louisiana Telephone Co., Inc.","Northeast Louisiana Telephone Co., Inc.",ILEC,0001714567,130939
Northeast Missouri Rural Telephone Company,Northeast Missouri Rural Telephone Company,ILEC,0004337044,130940
Northeast Nebraska Telephone Company,Northeast Nebraska Telephone Company,ILEC,0002388882,130941
NORTHEAST RURAL SERVICES,"Northeast Rural Services, Inc.",Non-ILEC,0021320155,330055
"NORTHEAST TELEPHONE COMPANY, LLC","Northeast Communications of Wisconsin, Inc.",ILEC,0004322178,130937
"Northeast Telephone Services, Inc.","HNG Holdings, LLC",Non-ILEC,0003758588,370049
Northern Arapaho Tribal Industries,Northern Arapaho Tribal Industries,Non-ILEC,0020993077,290074
Northern Arkansas Telephone Company Inc,"NATCO Communications, Inc.",ILEC,0001731850,130882
Northern Connections LLC,Northern Connections LLC,Non-ILEC,0031932064,460059
Northern Iowa Telephone Company,Mutual Telephone Company (IA),ILEC,0002595858,130877
Northern Network Concepts,"Northern Network Concepts, Inc.",Non-ILEC,0023608987,300111
"Northern Nevada High Speed, LLC","Northern Nevada High Speed, LLC",Non-ILEC,0025100835,350140
Northern Telephone & Data,Northern Telephone and Data Corp.,Non-ILEC,0004335287,130943
Northern Telephone Company,Northern Telephone Company/Wilderness Valley Telephone Company,ILEC,0003774262,130944
"Northern Telephone Cooperative, Inc.","Northern Telephone Cooperative, Inc.",ILEC,0004331724,130945
"Northern Valley Communications, L.L.C.",James Valley Cooperative Telephone Company,Non-ILEC,0004364022,130673
"Northland Communications, Inc.",Clear Lake Independent Telephone Company,Non-ILEC,0004336871,130290
Northland Networks,Northland Telephone Systems,Non-ILEC,0004337283,130976
North-State Telephone Co.,Oregon Telephone Corporation,ILEC,0003738994,130986
Northwest Communications Cooperative Association,Northwest Communications Cooperative Association,ILEC,0003722998,130953
"Northwest Communications Cooperative, Inc.",Northwest Communications Cooperative,ILEC,0002477693,130950
"Northwest Communications, Inc.",Northwest Communications Cooperative Association,Non-ILEC,0003722410,130953
"Northwest Community Communications, Inc.","Amery Telcom, Inc.",Non-ILEC,0003773405,130057
Northwest Iowa Telephone Co Inc,Long Lines,ILEC,0002576452,130757
Northwest Missouri Cellular Limited Partnership,Northwest Missouri Cellular,Non-ILEC,0002534618,130952
Northwest Ohio Broadband LLC,Northwest Ohio Broadband LLC,Non-ILEC,0029261443,370078
